match	kingdom	phylum	class	order	family	genus	species	new_species	new_fam	new_genus									
Viruses;;;Caudovirales;Siphoviridae;;Propionibacterium_phage_P100D	Viruses			Caudovirales	Siphoviridae		Propionibacterium_phage	Viruses;;;Caudovirales;Siphoviridae;;Propionibacterium_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Propionibacterium_phage_P100_A	Viruses			Caudovirales	Siphoviridae		Propionibacterium_phage	Viruses;;;Caudovirales;Siphoviridae;;Propionibacterium_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Propionibacterium_phage_P100_1	Viruses			Caudovirales	Siphoviridae		Propionibacterium_phage	Viruses;;;Caudovirales;Siphoviridae;;Propionibacterium_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Propionibacterium_phage_P1.1	Viruses			Caudovirales	Siphoviridae		Propionibacterium_phage	Viruses;;;Caudovirales;Siphoviridae;;Propionibacterium_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Propionibacterium_phage_ATCC29399B_T	Viruses			Caudovirales	Siphoviridae		Propionibacterium_phage	Viruses;;;Caudovirales;Siphoviridae;;Propionibacterium_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Propionibacterium_phage_ATCC29399B_C	Viruses			Caudovirales	Siphoviridae		Propionibacterium_phage	Viruses;;;Caudovirales;Siphoviridae;;Propionibacterium_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage_Zemanar	Viruses			Caudovirales	Siphoviridae		Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage_Whirlwind	Viruses			Caudovirales	Siphoviridae		Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage_vB_MapS_FF47	Viruses			Caudovirales	Siphoviridae		Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage_TM4	Viruses			Caudovirales	Siphoviridae		Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage_Timshel	Viruses			Caudovirales	Siphoviridae		Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage_RedRock	Viruses			Caudovirales	Siphoviridae		Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage_Phelemich	Viruses			Caudovirales	Siphoviridae		Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage_PhatBacter	Viruses			Caudovirales	Siphoviridae		Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage_PegLeg	Viruses			Caudovirales	Siphoviridae		Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage_OSmaximus	Viruses			Caudovirales	Siphoviridae		Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage_Orion	Viruses			Caudovirales	Siphoviridae		Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage_Optimus	Viruses			Caudovirales	Siphoviridae		Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage_Omega	Viruses			Caudovirales	Siphoviridae		Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage_Muddy	Viruses			Caudovirales	Siphoviridae		Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage_Larva	Viruses			Caudovirales	Siphoviridae		Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage_JAWS	Viruses			Caudovirales	Siphoviridae		Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage_HINdeR	Viruses			Caudovirales	Siphoviridae		Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage_Hamulus	Viruses			Caudovirales	Siphoviridae		Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage_Goose	Viruses			Caudovirales	Siphoviridae		Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage_Fionnbharth	Viruses			Caudovirales	Siphoviridae		Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage_DS6A	Viruses			Caudovirales	Siphoviridae		Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage_Dori	Viruses			Caudovirales	Siphoviridae		Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage_DLane	Viruses			Caudovirales	Siphoviridae		Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage_Cjw1	Viruses			Caudovirales	Siphoviridae		Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage_Charlie	Viruses			Caudovirales	Siphoviridae		Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage_Butters	Viruses			Caudovirales	Siphoviridae		Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage_Bobi	Viruses			Caudovirales	Siphoviridae		Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage_BigNuz	Viruses			Caudovirales	Siphoviridae		Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage_Bernardo	Viruses			Caudovirales	Siphoviridae		Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage_Arturo	Viruses			Caudovirales	Siphoviridae		Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage_Anaya	Viruses			Caudovirales	Siphoviridae		Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage_Alma	Viruses			Caudovirales	Siphoviridae		Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage_Adawi	Viruses			Caudovirales	Siphoviridae		Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage_Acadian	Viruses			Caudovirales	Siphoviridae		Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae;;Mycobacterium_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Microbacterium_phage_Min1	Viruses			Caudovirales	Siphoviridae		Microbacterium_phage	Viruses;;;Caudovirales;Siphoviridae;;Microbacterium_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Lactococcus_phage_ul36.k1t1	Viruses			Caudovirales	Siphoviridae		Lactococcus_phage	Viruses;;;Caudovirales;Siphoviridae;;Lactococcus_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Lactococcus_phage_ul36	Viruses			Caudovirales	Siphoviridae		Lactococcus_phage	Viruses;;;Caudovirales;Siphoviridae;;Lactococcus_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Lactococcus_phage_Tuc2009	Viruses			Caudovirales	Siphoviridae		Lactococcus_phage	Viruses;;;Caudovirales;Siphoviridae;;Lactococcus_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Lactococcus_phage_P335	Viruses			Caudovirales	Siphoviridae		Lactococcus_phage	Viruses;;;Caudovirales;Siphoviridae;;Lactococcus_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Lactococcus_phage_bIL310	Viruses			Caudovirales	Siphoviridae		Lactococcus_phage	Viruses;;;Caudovirales;Siphoviridae;;Lactococcus_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Lactococcus_phage_bIL309	Viruses			Caudovirales	Siphoviridae		Lactococcus_phage	Viruses;;;Caudovirales;Siphoviridae;;Lactococcus_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Lactococcus_phage_1706	Viruses			Caudovirales	Siphoviridae		Lactococcus_phage	Viruses;;;Caudovirales;Siphoviridae;;Lactococcus_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Gordonia_phage_GTE5	Viruses			Caudovirales	Siphoviridae		Gordonia_phage	Viruses;;;Caudovirales;Siphoviridae;;Gordonia_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Gordonia_phage_GTE2	Viruses			Caudovirales	Siphoviridae		Gordonia_phage	Viruses;;;Caudovirales;Siphoviridae;;Gordonia_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Enterococcus_phage_EfaCPT1	Viruses			Caudovirales	Siphoviridae		Enterococcus_phage	Viruses;;;Caudovirales;Siphoviridae;;Enterococcus_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Corynebacterium_phage_P1201	Viruses			Caudovirales	Siphoviridae		Corynebacterium_phage	Viruses;;;Caudovirales;Siphoviridae;;Corynebacterium_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Corynebacterium_phage_BFK20	Viruses			Caudovirales	Siphoviridae		Corynebacterium_phage	Viruses;;;Caudovirales;Siphoviridae;;Corynebacterium_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Clavibacter_phage_CN1A	Viruses			Caudovirales	Siphoviridae		Clavibacter_phage	Viruses;;;Caudovirales;Siphoviridae;;Clavibacter_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Burkholderia_phage_AH2	Viruses			Caudovirales	Siphoviridae		Burkholderia_phage	Viruses;;;Caudovirales;Siphoviridae;;Burkholderia_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Bacillus_phage_vB_BanS-Tsamsa	Viruses			Caudovirales	Siphoviridae		Bacillus_phage	Viruses;;;Caudovirales;Siphoviridae;;Bacillus_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Siphoviridae;;Arthrobacter_phage_vB_ArS-ArV2	Viruses			Caudovirales	Siphoviridae		Arthrobacter_phage	Viruses;;;Caudovirales;Siphoviridae;;Arthrobacter_phage	Viruses;;;Caudovirales;Siphoviridae	Viruses;;;Caudovirales;Siphoviridae;									
Viruses;;;Caudovirales;Podoviridae;N4likevirus;Salmonella_phage_FSL_SP-076	Viruses			Caudovirales	Podoviridae	N4likevirus	Salmonella_phage	Viruses;;;Caudovirales;Podoviridae;N4likevirus;Salmonella_phage	Viruses;;;Caudovirales;Podoviridae	Viruses;;;Caudovirales;Podoviridae;N4likevirus									
Viruses;;;Caudovirales;Podoviridae;Ahjdlikevirus;Staphylococcus_phage_SAP-2	Viruses			Caudovirales	Podoviridae	Ahjdlikevirus	Staphylococcus_phage	Viruses;;;Caudovirales;Podoviridae;Ahjdlikevirus;Staphylococcus_phage	Viruses;;;Caudovirales;Podoviridae	Viruses;;;Caudovirales;Podoviridae;Ahjdlikevirus									
Viruses;;;Caudovirales;Podoviridae;Ahjdlikevirus;Staphylococcus_phage_P68	Viruses			Caudovirales	Podoviridae	Ahjdlikevirus	Staphylococcus_phage	Viruses;;;Caudovirales;Podoviridae;Ahjdlikevirus;Staphylococcus_phage	Viruses;;;Caudovirales;Podoviridae	Viruses;;;Caudovirales;Podoviridae;Ahjdlikevirus									
Viruses;;;Caudovirales;Podoviridae;Ahjdlikevirus;Staphylococcus_phage_66	Viruses			Caudovirales	Podoviridae	Ahjdlikevirus	Staphylococcus_phage	Viruses;;;Caudovirales;Podoviridae;Ahjdlikevirus;Staphylococcus_phage	Viruses;;;Caudovirales;Podoviridae	Viruses;;;Caudovirales;Podoviridae;Ahjdlikevirus									
Viruses;;;Caudovirales;Podoviridae;Ahjdlikevirus;Staphylococcus_phage_44AHJD	Viruses			Caudovirales	Podoviridae	Ahjdlikevirus	Staphylococcus_phage	Viruses;;;Caudovirales;Podoviridae;Ahjdlikevirus;Staphylococcus_phage	Viruses;;;Caudovirales;Podoviridae	Viruses;;;Caudovirales;Podoviridae;Ahjdlikevirus									
Viruses;;;Caudovirales;Podoviridae;;Staphylococcus_phage_S24-1	Viruses			Caudovirales	Podoviridae		Staphylococcus_phage	Viruses;;;Caudovirales;Podoviridae;;Staphylococcus_phage	Viruses;;;Caudovirales;Podoviridae	Viruses;;;Caudovirales;Podoviridae;									
Viruses;;;Caudovirales;Podoviridae;;Pseudomonas_phage_AF	Viruses			Caudovirales	Podoviridae		Pseudomonas_phage	Viruses;;;Caudovirales;Podoviridae;;Pseudomonas_phage	Viruses;;;Caudovirales;Podoviridae	Viruses;;;Caudovirales;Podoviridae;									
Viruses;;;Caudovirales;Podoviridae;;Actinomyces_phage_Av-1	Viruses			Caudovirales	Podoviridae		Actinomyces_phage	Viruses;;;Caudovirales;Podoviridae;;Actinomyces_phage	Viruses;;;Caudovirales;Podoviridae	Viruses;;;Caudovirales;Podoviridae;									
Viruses;;;Caudovirales;Myoviridae;Twortlikevirus;Staphylococcus_phage_K	Viruses			Caudovirales	Myoviridae	Twortlikevirus	Staphylococcus_phage	Viruses;;;Caudovirales;Myoviridae;Twortlikevirus;Staphylococcus_phage	Viruses;;;Caudovirales;Myoviridae	Viruses;;;Caudovirales;Myoviridae;Twortlikevirus									
Viruses;;;Caudovirales;Myoviridae;Twortlikevirus;Staphylococcus_phage_GH15	Viruses			Caudovirales	Myoviridae	Twortlikevirus	Staphylococcus_phage	Viruses;;;Caudovirales;Myoviridae;Twortlikevirus;Staphylococcus_phage	Viruses;;;Caudovirales;Myoviridae	Viruses;;;Caudovirales;Myoviridae;Twortlikevirus									
Viruses;;;Caudovirales;Myoviridae;Twortlikevirus;Staphylococcus_phage_G1	Viruses			Caudovirales	Myoviridae	Twortlikevirus	Staphylococcus_phage	Viruses;;;Caudovirales;Myoviridae;Twortlikevirus;Staphylococcus_phage	Viruses;;;Caudovirales;Myoviridae	Viruses;;;Caudovirales;Myoviridae;Twortlikevirus									
Viruses;;;Caudovirales;Myoviridae;T4likevirus;Synechococcus_phage_S-MbCM6	Viruses			Caudovirales	Myoviridae	T4likevirus	Synechococcus_phage	Viruses;;;Caudovirales;Myoviridae;T4likevirus;Synechococcus_phage	Viruses;;;Caudovirales;Myoviridae	Viruses;;;Caudovirales;Myoviridae;T4likevirus									
Viruses;;;Caudovirales;Myoviridae;T4likevirus;Aeromonas_phage_phiAS4	Viruses			Caudovirales	Myoviridae	T4likevirus	Aeromonas_phage	Viruses;;;Caudovirales;Myoviridae;T4likevirus;Aeromonas_phage	Viruses;;;Caudovirales;Myoviridae	Viruses;;;Caudovirales;Myoviridae;T4likevirus									
Viruses;;;Caudovirales;Myoviridae;Phikzlikevirus;Pseudomonas_phage_EL	Viruses			Caudovirales	Myoviridae	Phikzlikevirus	Pseudomonas_phage	Viruses;;;Caudovirales;Myoviridae;Phikzlikevirus;Pseudomonas_phage	Viruses;;;Caudovirales;Myoviridae	Viruses;;;Caudovirales;Myoviridae;Phikzlikevirus									
Viruses;;;Caudovirales;Myoviridae;P2likevirus;Burkholderia_phage_KL3	Viruses			Caudovirales	Myoviridae	P2likevirus	Burkholderia_phage	Viruses;;;Caudovirales;Myoviridae;P2likevirus;Burkholderia_phage	Viruses;;;Caudovirales;Myoviridae	Viruses;;;Caudovirales;Myoviridae;P2likevirus									
Viruses;;;Caudovirales;Myoviridae;;Yersinia_phage_phiR1-37	Viruses			Caudovirales	Myoviridae		Yersinia_phage	Viruses;;;Caudovirales;Myoviridae;;Yersinia_phage	Viruses;;;Caudovirales;Myoviridae	Viruses;;;Caudovirales;Myoviridae;									
Viruses;;;Caudovirales;Myoviridae;;Streptococcus_phage_EJ-1	Viruses			Caudovirales	Myoviridae		Streptococcus_phage	Viruses;;;Caudovirales;Myoviridae;;Streptococcus_phage	Viruses;;;Caudovirales;Myoviridae	Viruses;;;Caudovirales;Myoviridae;									
Viruses;;;Caudovirales;Myoviridae;;Ralstonia_phage_RSL1	Viruses			Caudovirales	Myoviridae		Ralstonia_phage	Viruses;;;Caudovirales;Myoviridae;;Ralstonia_phage	Viruses;;;Caudovirales;Myoviridae	Viruses;;;Caudovirales;Myoviridae;									
Viruses;;;Caudovirales;Myoviridae;;Pseudomonas_phage_JG004	Viruses			Caudovirales	Myoviridae		Pseudomonas_phage	Viruses;;;Caudovirales;Myoviridae;;Pseudomonas_phage	Viruses;;;Caudovirales;Myoviridae	Viruses;;;Caudovirales;Myoviridae;									
Viruses;;;Caudovirales;Myoviridae;;Mycobacterium_phage_Myrna	Viruses			Caudovirales	Myoviridae		Mycobacterium_phage	Viruses;;;Caudovirales;Myoviridae;;Mycobacterium_phage	Viruses;;;Caudovirales;Myoviridae	Viruses;;;Caudovirales;Myoviridae;									
Viruses;;;Caudovirales;Myoviridae;;Microcystis_aeruginosa_phage_Ma-LMM01	Viruses			Caudovirales	Myoviridae		Microcystis_aeruginosa	Viruses;;;Caudovirales;Myoviridae;;Microcystis_aeruginosa	Viruses;;;Caudovirales;Myoviridae	Viruses;;;Caudovirales;Myoviridae;									
Viruses;;;Caudovirales;Myoviridae;;Escherichia_phage_rv5	Viruses			Caudovirales	Myoviridae		Escherichia_phage	Viruses;;;Caudovirales;Myoviridae;;Escherichia_phage	Viruses;;;Caudovirales;Myoviridae	Viruses;;;Caudovirales;Myoviridae;									
Viruses;;;Caudovirales;Myoviridae;;Escherichia_phage_JH2	Viruses			Caudovirales	Myoviridae		Escherichia_phage	Viruses;;;Caudovirales;Myoviridae;;Escherichia_phage	Viruses;;;Caudovirales;Myoviridae	Viruses;;;Caudovirales;Myoviridae;									
Viruses;;;Caudovirales;Myoviridae;;Erwinia_phage_vB_EamM-Y2	Viruses			Caudovirales	Myoviridae		Erwinia_phage	Viruses;;;Caudovirales;Myoviridae;;Erwinia_phage	Viruses;;;Caudovirales;Myoviridae	Viruses;;;Caudovirales;Myoviridae;									
Viruses;;;Caudovirales;Myoviridae;;Erwinia_phage_phiEt88	Viruses			Caudovirales	Myoviridae		Erwinia_phage	Viruses;;;Caudovirales;Myoviridae;;Erwinia_phage	Viruses;;;Caudovirales;Myoviridae	Viruses;;;Caudovirales;Myoviridae;									
Viruses;;;Caudovirales;Myoviridae;;Cronobacter_phage_CR5	Viruses			Caudovirales	Myoviridae		Cronobacter_phage	Viruses;;;Caudovirales;Myoviridae;;Cronobacter_phage	Viruses;;;Caudovirales;Myoviridae	Viruses;;;Caudovirales;Myoviridae;									
Viruses;;;Caudovirales;Myoviridae;;Cellulophaga_phage_phi47:1	Viruses			Caudovirales	Myoviridae		Cellulophaga_phage	Viruses;;;Caudovirales;Myoviridae;;Cellulophaga_phage	Viruses;;;Caudovirales;Myoviridae	Viruses;;;Caudovirales;Myoviridae;									
Viruses;;;Caudovirales;Myoviridae;;Campylobacter_phage_vB_CcoM-IBB_35	Viruses			Caudovirales	Myoviridae		Campylobacter_phage	Viruses;;;Caudovirales;Myoviridae;;Campylobacter_phage	Viruses;;;Caudovirales;Myoviridae	Viruses;;;Caudovirales;Myoviridae;									
Viruses;;;Caudovirales;Myoviridae;;Campylobacter_phage_CP30A	Viruses			Caudovirales	Myoviridae		Campylobacter_phage	Viruses;;;Caudovirales;Myoviridae;;Campylobacter_phage	Viruses;;;Caudovirales;Myoviridae	Viruses;;;Caudovirales;Myoviridae;									
