match	kingdom	phylum	class	order	family	genus	species	new_species	new_fam	new_genus									
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter_sp._P8-3-8	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_sp.	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter_sp.	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter									
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium;Methylobacterium_extorquens_PA1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium_extorquens	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium;Methylobacterium_extorquens	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium									
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Gluconacetobacter;Gluconacetobacter_diazotrophicus_PAl_5	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter	Gluconacetobacter_diazotrophicus	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Gluconacetobacter;Gluconacetobacter_diazotrophicus	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Gluconacetobacter									
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas_sp._PAMC_26621	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas_sp.	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas_sp.	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas									
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas_sp._PAMC_26617	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas_sp.	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas_sp.	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas									
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas_sp._PAMC_26605	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas_sp.	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas_sp.	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas									
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Salinibacterium;Salinibacterium_sp._PAMC_21357	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Salinibacterium	Salinibacterium_sp.	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Salinibacterium;Salinibacterium_sp.	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Salinibacterium									
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter;Psychrobacter_sp._PAMC_21119	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter_sp.	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter;Psychrobacter_sp.	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter									
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas_sp._PAMC_26793	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_sp.	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas_sp.	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas									
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas_sp._PAMC_25886	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_sp.	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas_sp.	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas									
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Arthrobacter;Arthrobacter_sp._PAO19	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Arthrobacter	Arthrobacter_sp.	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Arthrobacter;Arthrobacter_sp.	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Arthrobacter									
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacteriaceae;Corynebacterium;Corynebacterium_pseudotuberculosis_PAT10	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Corynebacterium_pseudotuberculosis	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacteriaceae;Corynebacterium;Corynebacterium_pseudotuberculosis	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacteriaceae	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacteriaceae;Corynebacterium									
Bacteria;Verrucomicrobia;Opitutae;;Opitutaceae;Opitutus;Opitutus_terrae_PB90-1	Bacteria	Verrucomicrobia	Opitutae		Opitutaceae	Opitutus	Opitutus_terrae	Bacteria;Verrucomicrobia;Opitutae;;Opitutaceae;Opitutus;Opitutus_terrae	Bacteria;Verrucomicrobia;Opitutae;;Opitutaceae	Bacteria;Verrucomicrobia;Opitutae;;Opitutaceae;Opitutus									
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;Ralstonia_sp._PBA	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia_sp.	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;Ralstonia_sp.	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia									
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga;Hydrogenophaga_sp._PBC	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophaga_sp.	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga;Hydrogenophaga_sp.	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga									
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Borrelia;Borrelia_garinii_PBi	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Borrelia	Borrelia_garinii	Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Borrelia;Borrelia_garinii	Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae	Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Borrelia									
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas;Halomonas_sp._PBN3	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_sp.	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas;Halomonas_sp.	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas									
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;Paracoccus_sp._PC1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus_sp.	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;Paracoccus_sp.	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus									
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter;Geobacter_sulfurreducens_PCA	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter_sulfurreducens	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter;Geobacter_sulfurreducens	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter									
Bacteria;Cyanobacteria;;Nostocales;Rivulariaceae;Rivularia;Rivularia_sp._PCC_7116	Bacteria	Cyanobacteria		Nostocales	Rivulariaceae	Rivularia	Rivularia_sp.	Bacteria;Cyanobacteria;;Nostocales;Rivulariaceae;Rivularia;Rivularia_sp.	Bacteria;Cyanobacteria;;Nostocales;Rivulariaceae	Bacteria;Cyanobacteria;;Nostocales;Rivulariaceae;Rivularia									
Bacteria;Cyanobacteria;;Oscillatoriales;;Pseudanabaena;Pseudanabaena_sp._PCC_6802	Bacteria	Cyanobacteria		Oscillatoriales		Pseudanabaena	Pseudanabaena_sp.	Bacteria;Cyanobacteria;;Oscillatoriales;;Pseudanabaena;Pseudanabaena_sp.	Bacteria;Cyanobacteria;;Oscillatoriales;	Bacteria;Cyanobacteria;;Oscillatoriales;;Pseudanabaena									
Bacteria;Cyanobacteria;;Pleurocapsales;;Pleurocapsa;Pleurocapsa_sp._PCC_7327	Bacteria	Cyanobacteria		Pleurocapsales		Pleurocapsa	Pleurocapsa_sp.	Bacteria;Cyanobacteria;;Pleurocapsales;;Pleurocapsa;Pleurocapsa_sp.	Bacteria;Cyanobacteria;;Pleurocapsales;	Bacteria;Cyanobacteria;;Pleurocapsales;;Pleurocapsa									
Bacteria;Cyanobacteria;;Pleurocapsales;;Pleurocapsa;Pleurocapsa_sp._PCC_7319	Bacteria	Cyanobacteria		Pleurocapsales		Pleurocapsa	Pleurocapsa_sp.	Bacteria;Cyanobacteria;;Pleurocapsales;;Pleurocapsa;Pleurocapsa_sp.	Bacteria;Cyanobacteria;;Pleurocapsales;	Bacteria;Cyanobacteria;;Pleurocapsales;;Pleurocapsa									
Bacteria;Cyanobacteria;;Oscillatoriales;;Oscillatoria;Oscillatoria_nigro-viridis_PCC_7112	Bacteria	Cyanobacteria		Oscillatoriales		Oscillatoria	Oscillatoria_nigro-viridis	Bacteria;Cyanobacteria;;Oscillatoriales;;Oscillatoria;Oscillatoria_nigro-viridis	Bacteria;Cyanobacteria;;Oscillatoriales;	Bacteria;Cyanobacteria;;Oscillatoriales;;Oscillatoria									
Bacteria;Cyanobacteria;;Oscillatoriales;;Oscillatoria;Oscillatoria_sp._PCC_10802	Bacteria	Cyanobacteria		Oscillatoriales		Oscillatoria	Oscillatoria_sp.	Bacteria;Cyanobacteria;;Oscillatoriales;;Oscillatoria;Oscillatoria_sp.	Bacteria;Cyanobacteria;;Oscillatoriales;	Bacteria;Cyanobacteria;;Oscillatoriales;;Oscillatoria									
Bacteria;Cyanobacteria;;Nostocales;Nostocaceae;Nostoc;Nostoc_punctiforme_PCC_73102	Bacteria	Cyanobacteria		Nostocales	Nostocaceae	Nostoc	Nostoc_punctiforme	Bacteria;Cyanobacteria;;Nostocales;Nostocaceae;Nostoc;Nostoc_punctiforme	Bacteria;Cyanobacteria;;Nostocales;Nostocaceae	Bacteria;Cyanobacteria;;Nostocales;Nostocaceae;Nostoc									
Bacteria;Cyanobacteria;;Nostocales;Nostocaceae;Nostoc;Nostoc_sp._PCC_7120	Bacteria	Cyanobacteria		Nostocales	Nostocaceae	Nostoc	Nostoc_sp.	Bacteria;Cyanobacteria;;Nostocales;Nostocaceae;Nostoc;Nostoc_sp.	Bacteria;Cyanobacteria;;Nostocales;Nostocaceae	Bacteria;Cyanobacteria;;Nostocales;Nostocaceae;Nostoc									
Bacteria;Cyanobacteria;;Oscillatoriales;;Microcoleus;Microcoleus_sp._PCC_7113	Bacteria	Cyanobacteria		Oscillatoriales		Microcoleus	Microcoleus_sp.	Bacteria;Cyanobacteria;;Oscillatoriales;;Microcoleus;Microcoleus_sp.	Bacteria;Cyanobacteria;;Oscillatoriales;	Bacteria;Cyanobacteria;;Oscillatoriales;;Microcoleus									
Bacteria;Cyanobacteria;;Nostocales;Microchaetaceae;Microchaete;Microchaete_sp._PCC_7126	Bacteria	Cyanobacteria		Nostocales	Microchaetaceae	Microchaete	Microchaete_sp.	Bacteria;Cyanobacteria;;Nostocales;Microchaetaceae;Microchaete;Microchaete_sp.	Bacteria;Cyanobacteria;;Nostocales;Microchaetaceae	Bacteria;Cyanobacteria;;Nostocales;Microchaetaceae;Microchaete									
Bacteria;Cyanobacteria;;Oscillatoriales;;Lyngbya;Lyngbya_sp._PCC_8106	Bacteria	Cyanobacteria		Oscillatoriales		Lyngbya	Lyngbya_sp.	Bacteria;Cyanobacteria;;Oscillatoriales;;Lyngbya;Lyngbya_sp.	Bacteria;Cyanobacteria;;Oscillatoriales;	Bacteria;Cyanobacteria;;Oscillatoriales;;Lyngbya									
Bacteria;Cyanobacteria;;Oscillatoriales;;Leptolyngbya;Leptolyngbya_sp._PCC_7376	Bacteria	Cyanobacteria		Oscillatoriales		Leptolyngbya	Leptolyngbya_sp.	Bacteria;Cyanobacteria;;Oscillatoriales;;Leptolyngbya;Leptolyngbya_sp.	Bacteria;Cyanobacteria;;Oscillatoriales;	Bacteria;Cyanobacteria;;Oscillatoriales;;Leptolyngbya									
Bacteria;Cyanobacteria;;Oscillatoriales;;Leptolyngbya;Leptolyngbya_sp._PCC_7375	Bacteria	Cyanobacteria		Oscillatoriales		Leptolyngbya	Leptolyngbya_sp.	Bacteria;Cyanobacteria;;Oscillatoriales;;Leptolyngbya;Leptolyngbya_sp.	Bacteria;Cyanobacteria;;Oscillatoriales;	Bacteria;Cyanobacteria;;Oscillatoriales;;Leptolyngbya									
Bacteria;Cyanobacteria;;Chroococcales;;Halothece;Halothece_sp._PCC_7418	Bacteria	Cyanobacteria		Chroococcales		Halothece	Halothece_sp.	Bacteria;Cyanobacteria;;Chroococcales;;Halothece;Halothece_sp.	Bacteria;Cyanobacteria;;Chroococcales;	Bacteria;Cyanobacteria;;Chroococcales;;Halothece									
Bacteria;Cyanobacteria;;Chroococcales;;Gloeocapsa;Gloeocapsa_sp._PCC_7428	Bacteria	Cyanobacteria		Chroococcales		Gloeocapsa	Gloeocapsa_sp.	Bacteria;Cyanobacteria;;Chroococcales;;Gloeocapsa;Gloeocapsa_sp.	Bacteria;Cyanobacteria;;Chroococcales;	Bacteria;Cyanobacteria;;Chroococcales;;Gloeocapsa									
Bacteria;Cyanobacteria;;Oscillatoriales;;Geitlerinema;Geitlerinema_sp._PCC_7105	Bacteria	Cyanobacteria		Oscillatoriales		Geitlerinema	Geitlerinema_sp.	Bacteria;Cyanobacteria;;Oscillatoriales;;Geitlerinema;Geitlerinema_sp.	Bacteria;Cyanobacteria;;Oscillatoriales;	Bacteria;Cyanobacteria;;Oscillatoriales;;Geitlerinema									
Bacteria;Cyanobacteria;;Stigonematales;;Fischerella;Fischerella_sp._PCC_9339	Bacteria	Cyanobacteria		Stigonematales		Fischerella	Fischerella_sp.	Bacteria;Cyanobacteria;;Stigonematales;;Fischerella;Fischerella_sp.	Bacteria;Cyanobacteria;;Stigonematales;	Bacteria;Cyanobacteria;;Stigonematales;;Fischerella									
Bacteria;Cyanobacteria;;Nostocales;Nostocaceae;Cylindrospermum;Cylindrospermum_stagnale_PCC_7417	Bacteria	Cyanobacteria		Nostocales	Nostocaceae	Cylindrospermum	Cylindrospermum_stagnale	Bacteria;Cyanobacteria;;Nostocales;Nostocaceae;Cylindrospermum;Cylindrospermum_stagnale	Bacteria;Cyanobacteria;;Nostocales;Nostocaceae	Bacteria;Cyanobacteria;;Nostocales;Nostocaceae;Cylindrospermum									
Bacteria;Cyanobacteria;;Chroococcales;;Cyanothece;Cyanothece_sp._PCC_7822	Bacteria	Cyanobacteria		Chroococcales		Cyanothece	Cyanothece_sp.	Bacteria;Cyanobacteria;;Chroococcales;;Cyanothece;Cyanothece_sp.	Bacteria;Cyanobacteria;;Chroococcales;	Bacteria;Cyanobacteria;;Chroococcales;;Cyanothece									
Bacteria;Cyanobacteria;;Chroococcales;;Cyanothece;Cyanothece_sp._PCC_7425	Bacteria	Cyanobacteria		Chroococcales		Cyanothece	Cyanothece_sp.	Bacteria;Cyanobacteria;;Chroococcales;;Cyanothece;Cyanothece_sp.	Bacteria;Cyanobacteria;;Chroococcales;	Bacteria;Cyanobacteria;;Chroococcales;;Cyanothece									
Bacteria;Cyanobacteria;;Chroococcales;;Cyanothece;Cyanothece_sp._PCC_7424	Bacteria	Cyanobacteria		Chroococcales		Cyanothece	Cyanothece_sp.	Bacteria;Cyanobacteria;;Chroococcales;;Cyanothece;Cyanothece_sp.	Bacteria;Cyanobacteria;;Chroococcales;	Bacteria;Cyanobacteria;;Chroococcales;;Cyanothece									
Bacteria;Cyanobacteria;;Chroococcales;;Cyanobium;Cyanobium_sp._PCC_7001	Bacteria	Cyanobacteria		Chroococcales		Cyanobium	Cyanobium_sp.	Bacteria;Cyanobacteria;;Chroococcales;;Cyanobium;Cyanobium_sp.	Bacteria;Cyanobacteria;;Chroococcales;	Bacteria;Cyanobacteria;;Chroococcales;;Cyanobium									
Bacteria;Cyanobacteria;;Chroococcales;;Cyanobacterium;Cyanobacterium_stanieri_PCC_7202	Bacteria	Cyanobacteria		Chroococcales		Cyanobacterium	Cyanobacterium_stanieri	Bacteria;Cyanobacteria;;Chroococcales;;Cyanobacterium;Cyanobacterium_stanieri	Bacteria;Cyanobacteria;;Chroococcales;	Bacteria;Cyanobacteria;;Chroococcales;;Cyanobacterium									
Bacteria;Cyanobacteria;;Pleurocapsales;;Chroococcidiopsis;Chroococcidiopsis_thermalis_PCC_7203	Bacteria	Cyanobacteria		Pleurocapsales		Chroococcidiopsis	Chroococcidiopsis_thermalis	Bacteria;Cyanobacteria;;Pleurocapsales;;Chroococcidiopsis;Chroococcidiopsis_thermalis	Bacteria;Cyanobacteria;;Pleurocapsales;	Bacteria;Cyanobacteria;;Pleurocapsales;;Chroococcidiopsis									
Bacteria;Cyanobacteria;;Nostocales;Rivulariaceae;Calothrix;Calothrix_sp._PCC_7103	Bacteria	Cyanobacteria		Nostocales	Rivulariaceae	Calothrix	Calothrix_sp.	Bacteria;Cyanobacteria;;Nostocales;Rivulariaceae;Calothrix;Calothrix_sp.	Bacteria;Cyanobacteria;;Nostocales;Rivulariaceae	Bacteria;Cyanobacteria;;Nostocales;Rivulariaceae;Calothrix									
Bacteria;Cyanobacteria;;Nostocales;Rivulariaceae;Calothrix;Calothrix_sp._PCC_6303	Bacteria	Cyanobacteria		Nostocales	Rivulariaceae	Calothrix	Calothrix_sp.	Bacteria;Cyanobacteria;;Nostocales;Rivulariaceae;Calothrix;Calothrix_sp.	Bacteria;Cyanobacteria;;Nostocales;Rivulariaceae	Bacteria;Cyanobacteria;;Nostocales;Rivulariaceae;Calothrix									
Bacteria;Cyanobacteria;;Oscillatoriales;;Arthrospira;Arthrospira_sp._PCC_8005	Bacteria	Cyanobacteria		Oscillatoriales		Arthrospira	Arthrospira_sp.	Bacteria;Cyanobacteria;;Oscillatoriales;;Arthrospira;Arthrospira_sp.	Bacteria;Cyanobacteria;;Oscillatoriales;	Bacteria;Cyanobacteria;;Oscillatoriales;;Arthrospira									
Bacteria;Cyanobacteria;;Nostocales;Nostocaceae;Anabaena;Anabaena_sp._PCC_7108	Bacteria	Cyanobacteria		Nostocales	Nostocaceae	Anabaena	Anabaena_sp.	Bacteria;Cyanobacteria;;Nostocales;Nostocaceae;Anabaena;Anabaena_sp.	Bacteria;Cyanobacteria;;Nostocales;Nostocaceae	Bacteria;Cyanobacteria;;Nostocales;Nostocaceae;Anabaena									
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfitobacterium;Desulfitobacterium_sp._PCE1	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfitobacterium	Desulfitobacterium_sp.	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfitobacterium;Desulfitobacterium_sp.	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfitobacterium									
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas_sp._PCL1171	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_sp.	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas_sp.	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas									
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;Paracoccus_denitrificans_PD1222	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus_denitrificans	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;Paracoccus_denitrificans	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus									
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium;Rhizobium_sp._PDO1-076	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium_sp.	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium;Rhizobium_sp.	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium									
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Moritellaceae;Moritella;Moritella_sp._PE36	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Moritellaceae	Moritella	Moritella_sp.	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Moritellaceae;Moritella;Moritella_sp.	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Moritellaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Moritellaceae;Moritella									
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Yersinia;Yersinia_pestis_Pestoides_F	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	Yersinia_pestis	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Yersinia;Yersinia_pestis	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Yersinia									
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas_protegens_Pf-5	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_protegens	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas_protegens	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas									
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas_fluorescens_Pf0-1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_fluorescens	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas_fluorescens	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas									
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma_fermentans_PG18	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma_fermentans	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma_fermentans	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma									
